train_loss,val_loss,train_acc,val_acc
0.24835911823753956,0.06512525006135304,0.9236481481481481,0.9798333333333333
0.08910463035106658,0.05636772643526395,0.9747777777777777,0.984
0.06463693444623991,0.052472404167056085,0.9803333333333333,0.9858333333333333
0.05304498352496712,0.04981694322824478,0.9839074074074075,0.9871666666666666
0.04675633191620862,0.04484322280188401,0.985537037037037,0.9866666666666667
